state,Year,Week,Percent of Deaths Due to Pneumonia and Influenza,All Deaths,Number of Pneumonia and Influenza Deaths
Arizona,2013,32,5.47,877,48
Arizona,2013,33,6.21,902,56
Arizona,2013,34,4.5,867,39
Arizona,2013,35,4.44,924,41
Arizona,2013,36,6.33,901,57
Arizona,2013,37,6.26,894,56
Arizona,2013,38,5.08,926,47
Arizona,2013,39,4.27,844,36
Arizona,2013,40,6.39,907,58
Arizona,2013,41,4.67,899,42
Arizona,2013,42,6.2,871,54
Arizona,2013,43,4.62,931,43
Arizona,2013,44,5.79,812,47
Arizona,2013,45,4.6,978,45
Arizona,2013,46,6.41,936,60
Arizona,2013,47,5.75,904,52
Arizona,2013,48,5.99,901,54
Arizona,2013,49,7.53,956,72
Arizona,2013,50,5.45,1082,59
Arizona,2013,51,5.67,1023,58
Arizona,2013,52,6.78,988,67
Arizona,2014,01,7.22,1011,73
Arizona,2014,02,7.2,1070,77
Arizona,2014,03,8.91,1122,100
Arizona,2014,04,11.43,1137,130
Arizona,2014,05,10.24,1104,113
Arizona,2014,06,9.11,1120,102
Arizona,2014,07,10.36,1033,107
Arizona,2014,08,6.77,1049,71
Arizona,2014,09,7.85,1044,82
Arizona,2014,10,8.54,949,81
Arizona,2014,11,7.93,1009,80
Arizona,2014,12,7.18,989,71
Arizona,2014,13,7.16,1006,72
Arizona,2014,14,6.73,966,65
Arizona,2014,15,6.13,1011,62
Arizona,2014,16,4.68,1047,49
Arizona,2014,17,4.73,972,46
Arizona,2014,18,6.33,1027,65
Arizona,2014,19,6.5,984,64
Arizona,2014,20,6.47,959,62
Arizona,2014,21,5.52,978,54
Arizona,2014,22,6.62,967,64
Arizona,2014,23,6.07,989,60
Arizona,2014,24,7.42,971,72
Arizona,2014,25,5.81,912,53
Arizona,2014,26,5.07,946,48
Arizona,2014,27,4.2,928,39
Arizona,2014,28,4.58,938,43
Arizona,2014,29,4.53,927,42
Arizona,2014,30,4.02,945,38
Arizona,2014,31,4.48,983,44
Arizona,2014,32,5.61,944,53
Arizona,2014,33,5.45,918,50
Arizona,2014,34,5.96,906,54
Arizona,2014,35,5.36,933,50
Arizona,2014,36,5.65,955,54
Arizona,2014,37,4.99,901,45
Arizona,2014,38,3.86,985,38
Arizona,2014,39,6.05,926,56
Arizona,2014,40,5.26,988,52
Arizona,2014,41,4.51,975,44
Arizona,2014,42,5.39,964,52
Arizona,2014,43,5.28,947,50
Arizona,2014,44,5.39,927,50
Arizona,2014,45,5.23,975,51
Arizona,2014,46,4.92,995,49
Arizona,2014,47,6.02,997,60
Arizona,2014,48,6.07,1021,62
Arizona,2014,49,4.95,1031,51
Arizona,2014,50,5.71,946,54
Arizona,2014,51,5.61,980,55
Arizona,2014,52,5.21,1017,53
Arizona,2014,53,6.98,1103,77
Arizona,2015,01,7.09,1115,79
Arizona,2015,02,7.22,1163,84
Arizona,2015,03,7.01,1056,74
Arizona,2015,04,8.95,1252,112
Arizona,2015,05,7.36,1114,82
Arizona,2015,06,6.38,1066,68
Arizona,2015,07,6.18,1084,67
Arizona,2015,08,6.91,1028,71
Arizona,2015,09,6.76,1094,74
Arizona,2015,10,6.2,1146,71
Arizona,2015,11,6.39,1079,69
Arizona,2015,12,6.59,1077,71
Arizona,2015,13,6.16,1023,63
Arizona,2015,14,5.89,1036,61
Arizona,2015,15,6.42,1106,71
Arizona,2015,16,7.41,1079,80
Arizona,2015,17,5.75,1043,60
Arizona,2015,18,6.79,1001,68
Arizona,2015,19,7.53,1023,77
Arizona,2015,20,6.27,1020,64
Arizona,2015,21,6.36,1006,64
Arizona,2015,22,6.44,1056,68
Arizona,2015,23,6.72,1042,70
Arizona,2015,24,5.91,981,58
Arizona,2015,25,4.78,1047,50
Arizona,2015,26,5.6,1053,59
Arizona,2015,27,5.98,1004,60
Arizona,2015,28,6.55,946,62
Arizona,2015,29,4.51,909,41
Arizona,2015,30,3.85,1014,39
Arizona,2015,31,5.49,965,53
Arizona,2015,32,3.39,944,32
Arizona,2015,33,5.34,1049,56
Arizona,2015,34,4.55,967,44
Arizona,2015,35,4.73,952,45
Arizona,2015,36,5.75,957,55
Arizona,2015,37,5.3,982,52
Arizona,2015,38,5,1060,53
Arizona,2015,39,5.03,934,47
Arizona,2015,40,6.08,1004,61
Arizona,2015,41,4.88,964,47
Arizona,2015,42,5.24,955,50
Arizona,2015,43,4.99,982,49
Arizona,2015,44,5.25,991,52
Arizona,2015,45,5.11,1154,59
Arizona,2015,46,5.32,1090,58
Arizona,2015,47,6.6,1046,69
Arizona,2015,48,4.61,1062,49
Arizona,2015,49,6.1,1148,70
Arizona,2015,50,6.6,1121,74
Arizona,2015,51,7.09,1086,77
Arizona,2015,52,6.71,1088,73
Arizona,2016,01,5.8,1120,65
Arizona,2016,02,5.43,1178,64
Arizona,2016,03,7.21,1165,84
Arizona,2016,04,7.4,1176,87
Arizona,2016,05,8.17,1175,96
Arizona,2016,06,8.09,1248,101
Arizona,2016,07,9.86,1268,125
Arizona,2016,08,9.32,1245,116
Arizona,2016,09,10.37,1215,126
Arizona,2016,10,10.8,1250,135
Arizona,2016,11,8.39,1275,107
Arizona,2016,12,8.86,1174,104
Arizona,2016,13,8.38,1157,97
Arizona,2016,14,7.56,1125,85
Arizona,2016,15,8.5,1082,92
Arizona,2016,16,6.76,1095,74
Arizona,2016,17,5.71,1068,61
Arizona,2016,18,5.34,1030,55
Arizona,2016,19,5.51,1053,58
Arizona,2016,20,6.54,1085,71
Arizona,2016,21,5.3,982,52
Arizona,2016,22,4.15,1035,43
Arizona,2016,23,4.47,1074,48
Arizona,2016,24,3.91,997,39
Arizona,2016,25,4.87,1047,51
Arizona,2016,26,3.36,1043,35
Arizona,2016,27,3.74,989,37
Arizona,2016,28,5.27,929,49
Arizona,2016,29,3.47,835,29
Arizona,2016,30,3.85,857,33
Arizona,2016,31,4.25,777,33
Arizona,2016,32,4.03,794,32
Arizona,2016,33,3.66,793,29
Arizona,2016,34,3.76,745,28
Arizona,2016,35,3.29,761,25
Arizona,2016,36,5.93,691,41
Arizona,2016,37,5.3,566,30
Arkansas,2010,40,7.33,573,42
Arkansas,2010,41,8.68,530,46
Arkansas,2010,42,8.06,509,41
Arkansas,2010,43,7.36,557,41
Arkansas,2010,44,6.91,550,38
Arkansas,2010,45,7.64,589,45
Arkansas,2010,46,7.72,505,39
Arkansas,2010,47,8.61,569,49
Arkansas,2010,48,7.51,599,45
Arkansas,2010,49,9.08,628,57
Arkansas,2010,50,9.77,604,59
Arkansas,2010,51,9.38,597,56
Arkansas,2010,52,9.34,621,58
Arkansas,2011,01,9.82,662,65
Arkansas,2011,02,8.03,610,49
Arkansas,2011,03,10.77,585,63
Arkansas,2011,04,10.42,614,64
Arkansas,2011,05,10.89,551,60
Arkansas,2011,06,9.88,607,60
Arkansas,2011,07,9.42,605,57
Arkansas,2011,08,9.83,631,62
Arkansas,2011,09,7.78,604,47
Arkansas,2011,10,9.35,599,56
Arkansas,2011,11,7.48,575,43
Arkansas,2011,12,8.5,647,55
Arkansas,2011,13,11.59,509,59
Arkansas,2011,14,7.06,595,42
Arkansas,2011,15,11.09,541,60
Arkansas,2011,16,6.95,619,43
Arkansas,2011,17,7.76,554,43
Arkansas,2011,18,8.39,584,49
Arkansas,2011,19,8.68,622,54
Arkansas,2011,20,8.04,510,41
Arkansas,2011,21,7.73,569,44
Arkansas,2011,22,8.01,574,46
Arkansas,2011,23,7.81,538,42
Arkansas,2011,24,7.45,550,41
Arkansas,2011,25,6.95,532,37
Arkansas,2011,26,8.8,523,46
Arkansas,2011,27,6.33,521,33
Arkansas,2011,28,5.02,538,27
Arkansas,2011,29,5.39,538,29
Arkansas,2011,30,5.95,538,32
Arkansas,2011,31,7.74,594,46
Arkansas,2011,32,8.3,530,44
Arkansas,2011,33,5.94,589,35
Arkansas,2011,34,7.25,524,38
Arkansas,2011,35,8.16,527,43
Arkansas,2011,36,5.41,536,29
Arkansas,2011,37,4.66,536,25
Arkansas,2011,38,7.99,551,44
Arkansas,2011,39,6.77,532,36
Arkansas,2011,40,9.87,547,54
Arkansas,2011,41,7.78,553,43
Arkansas,2011,42,7.05,553,39
Arkansas,2011,43,5.99,584,35
Arkansas,2011,44,5.2,538,28
Arkansas,2011,45,7.49,574,43
Arkansas,2011,46,8.72,562,49
Arkansas,2011,47,5.33,600,32
Arkansas,2011,48,8.51,564,48
Arkansas,2011,49,8.42,594,50
Arkansas,2011,50,9.16,546,50
Arkansas,2011,51,10.4,596,62
Arkansas,2011,52,6.26,591,37
Arkansas,2012,01,6.19,630,39
Arkansas,2012,02,9.5,600,57
Arkansas,2012,03,8.55,620,53
Arkansas,2012,04,8.66,589,51
Arkansas,2012,05,9.25,627,58
Arkansas,2012,06,7.67,639,49
Arkansas,2012,07,10.92,650,71
Arkansas,2012,08,10.05,587,59
Arkansas,2012,09,7.67,587,45
Arkansas,2012,10,8.4,595,50
Arkansas,2012,11,10,650,65
Arkansas,2012,12,10.46,612,64
Arkansas,2012,13,9.39,575,54
Arkansas,2012,14,7.3,562,41
Arkansas,2012,15,7.76,567,44
Arkansas,2012,16,6.88,509,35
Arkansas,2012,17,8.68,530,46
Arkansas,2012,18,7.12,632,45
Arkansas,2012,19,6.82,528,36
Arkansas,2012,20,5.86,529,31
Arkansas,2012,21,7.51,586,44
Arkansas,2012,22,6.22,579,36
Arkansas,2012,23,7.49,521,39
Arkansas,2012,24,5.62,569,32
Arkansas,2012,25,7.31,506,37
Arkansas,2012,26,6.33,553,35
Arkansas,2012,27,7.18,543,39
Arkansas,2012,28,6.48,525,34
Arkansas,2012,29,6.03,547,33
Arkansas,2012,30,7.24,566,41
Arkansas,2012,31,6.41,562,36
Arkansas,2012,32,6.73,550,37
Arkansas,2012,33,4.24,519,22
Arkansas,2012,34,7.59,540,41
Arkansas,2012,35,4.75,547,26
Arkansas,2012,36,6.4,578,37
Arkansas,2012,37,7.54,557,42
Arkansas,2012,38,7.51,546,41
Arkansas,2012,39,6.73,550,37
Arkansas,2012,40,7.55,530,40
Arkansas,2012,41,6.03,547,33
Arkansas,2012,42,7.25,552,40
Arkansas,2012,43,7.89,545,43
Arkansas,2012,44,7.23,595,43
Arkansas,2012,45,5.45,569,31
Arkansas,2012,46,7.54,570,43
Arkansas,2012,47,7.95,616,49
Arkansas,2012,48,6.84,629,43
Arkansas,2012,49,8.04,622,50
Arkansas,2012,50,6.88,567,39
Arkansas,2012,51,9.38,629,59
Arkansas,2012,52,9.42,669,63
Arkansas,2013,01,11.25,702,79
Arkansas,2013,02,10.1,762,77
Arkansas,2013,03,10.2,735,75
Arkansas,2013,04,15.54,695,108
Arkansas,2013,05,11.05,724,80
Arkansas,2013,06,11.09,658,73
Arkansas,2013,07,10.75,670,72
Arkansas,2013,08,11.09,613,68
Arkansas,2013,09,8.87,586,52
Arkansas,2013,10,8.24,643,53
Arkansas,2013,11,10.39,635,66
Arkansas,2013,12,7.73,634,49
Arkansas,2013,13,9.83,631,62
Arkansas,2013,14,8.62,580,50
Arkansas,2013,15,7.78,604,47
Arkansas,2013,16,9.31,580,54
Arkansas,2013,17,9.49,590,56
Arkansas,2013,18,6.96,575,40
Arkansas,2013,19,6.79,574,39
Arkansas,2013,20,9.27,572,53
Arkansas,2013,21,10.3,563,58
Arkansas,2013,22,7.68,534,41
Arkansas,2013,23,8.45,556,47
Arkansas,2013,24,8.53,551,47
Arkansas,2013,25,6.09,591,36
Arkansas,2013,26,7.51,559,42
Arkansas,2013,27,7.71,532,41
Arkansas,2013,28,8.21,463,38
Arkansas,2013,29,7.92,581,46
Arkansas,2013,30,7.52,545,41
Arkansas,2013,31,6.13,571,35
Arkansas,2013,32,6.93,548,38
Arkansas,2013,33,5.74,505,29
Arkansas,2013,34,7.47,509,38
Arkansas,2013,35,6.54,535,35
Arkansas,2013,36,6.95,518,36
Arkansas,2013,37,5.95,521,31
Arkansas,2013,38,6.76,518,35
Arkansas,2013,39,6.29,525,33
Arkansas,2013,40,7.42,539,40
Arkansas,2013,41,6.54,535,35
Arkansas,2013,42,5.57,539,30
Arkansas,2013,43,6.31,539,34
Arkansas,2013,44,9.95,573,57
Arkansas,2013,45,7.23,567,41
Arkansas,2013,46,9.41,542,51
Arkansas,2013,47,8.12,579,47
Arkansas,2013,48,6.86,583,40
Arkansas,2013,49,7.57,581,44
Arkansas,2013,50,6.93,577,40
Arkansas,2013,51,9.3,656,61
Arkansas,2013,52,9.01,566,51
Arkansas,2014,01,8.07,694,56
Arkansas,2014,02,9.12,669,61
Arkansas,2014,03,11.69,650,76
Arkansas,2014,04,11.14,664,74
Arkansas,2014,05,9.73,668,65
Arkansas,2014,06,9.78,634,62
Arkansas,2014,07,9.12,658,60
Arkansas,2014,08,8.41,618,52
Arkansas,2014,09,9.13,646,59
Arkansas,2014,10,8.7,644,56
Arkansas,2014,11,11.01,572,63
Arkansas,2014,12,7.99,601,48
Arkansas,2014,13,8.6,593,51
Arkansas,2014,14,9.15,601,55
Arkansas,2014,15,8.64,590,51
Arkansas,2014,16,8.65,555,48
Arkansas,2014,17,5.92,591,35
Arkansas,2014,18,5.86,563,33
Arkansas,2014,19,6.49,570,37
Arkansas,2014,20,4.95,545,27
Arkansas,2014,21,8.1,543,44
Arkansas,2014,22,6.03,597,36
Arkansas,2014,23,6.74,519,35
Arkansas,2014,24,6.91,564,39
Arkansas,2014,25,9.42,520,49
Arkansas,2014,26,7.96,540,43
Arkansas,2014,27,7.94,579,46
Arkansas,2014,28,8.17,551,45
Arkansas,2014,29,7.75,581,45
Arkansas,2014,30,9.3,516,48
Arkansas,2014,31,6.74,579,39
Arkansas,2014,32,6.38,564,36
Arkansas,2014,33,6.81,514,35
Arkansas,2014,34,7.25,538,39
Arkansas,2014,35,7.65,536,41
Arkansas,2014,36,5.63,515,29
Arkansas,2014,37,8.29,531,44
Arkansas,2014,38,6.19,549,34
Arkansas,2014,39,7.27,605,44
Arkansas,2014,40,5.27,531,28
Arkansas,2014,41,6.15,569,35
Arkansas,2014,42,5.13,565,29
Arkansas,2014,43,8.53,598,51
Arkansas,2014,44,5.06,593,30
Arkansas,2014,45,7.85,548,43
Arkansas,2014,46,6.55,580,38
Arkansas,2014,47,6.13,620,38
Arkansas,2014,48,7.16,573,41
Arkansas,2014,49,6.84,629,43
Arkansas,2014,50,7.81,589,46
Arkansas,2014,51,9.67,631,61
Arkansas,2014,52,10.26,624,64
Arkansas,2014,53,8.2,646,53
Arkansas,2015,01,13.15,753,99
Arkansas,2015,02,10.47,688,72
Arkansas,2015,03,9.5,695,66
Arkansas,2015,04,9.21,684,63
Arkansas,2015,05,10.26,731,75
Arkansas,2015,06,9.2,674,62
Arkansas,2015,07,9.12,636,58
Arkansas,2015,08,9.54,713,68
Arkansas,2015,09,7.37,692,51
Arkansas,2015,10,8.26,642,53
Arkansas,2015,11,8.26,605,50
Arkansas,2015,12,7.45,577,43
Arkansas,2015,13,6.67,600,40
Arkansas,2015,14,6.39,595,38
Arkansas,2015,15,8.01,574,46
Arkansas,2015,16,5.38,576,31
Arkansas,2015,17,8.19,623,51
Arkansas,2015,18,7.45,604,45
Arkansas,2015,19,6.71,596,40
Arkansas,2015,20,8.05,621,50
Arkansas,2015,21,8.8,602,53
Arkansas,2015,22,7.47,589,44
Arkansas,2015,23,6.27,558,35
Arkansas,2015,24,9.58,595,57
Arkansas,2015,25,8.57,537,46
Arkansas,2015,26,6.43,575,37
Arkansas,2015,27,8.02,524,42
Arkansas,2015,28,7.03,555,39
Arkansas,2015,29,7.67,613,47
Arkansas,2015,30,5.18,541,28
Arkansas,2015,31,6.22,595,37
Arkansas,2015,32,6.99,601,42
Arkansas,2015,33,7.31,588,43
Arkansas,2015,34,7.16,559,40
Arkansas,2015,35,6.47,556,36
Arkansas,2015,36,6,600,36
Arkansas,2015,37,6.73,565,38
Arkansas,2015,38,7.52,545,41
Arkansas,2015,39,5.38,595,32
Arkansas,2015,40,4.29,583,25
Arkansas,2015,41,9.47,570,54
Arkansas,2015,42,8.55,608,52
Arkansas,2015,43,7.19,626,45
Arkansas,2015,44,6.64,542,36
Arkansas,2015,45,5.84,599,35
Arkansas,2015,46,6.46,588,38
Arkansas,2015,47,8,600,48
Arkansas,2015,48,6.82,601,41
Arkansas,2015,49,6.85,628,43
Arkansas,2015,50,9.75,595,58
Arkansas,2015,51,7.93,605,48
Arkansas,2015,52,7.96,565,45
Arkansas,2016,01,7.41,648,48
Arkansas,2016,02,9.38,640,60
Arkansas,2016,03,9.31,591,55
Arkansas,2016,04,8.57,630,54
Arkansas,2016,05,8.96,614,55
Arkansas,2016,06,8.86,621,55
Arkansas,2016,07,7.9,582,46
Arkansas,2016,08,7.55,636,48
Arkansas,2016,09,8.32,601,50
Arkansas,2016,10,7.95,604,48
Arkansas,2016,11,6.63,649,43
Arkansas,2016,12,7.55,609,46
Arkansas,2016,13,7.25,676,49
Arkansas,2016,14,8.86,621,55
Arkansas,2016,15,8.31,614,51
Arkansas,2016,16,9.49,611,58
Arkansas,2016,17,6.53,582,38
Arkansas,2016,18,7.43,565,42
Arkansas,2016,19,8.33,564,47
Arkansas,2016,20,6.43,591,38
Arkansas,2016,21,6.14,554,34
Arkansas,2016,22,6.24,593,37
Arkansas,2016,23,8.53,598,51
Arkansas,2016,24,7.07,552,39
Arkansas,2016,25,6.09,558,34
Arkansas,2016,26,6.82,572,39
Arkansas,2016,27,5.44,588,32
Arkansas,2016,28,7.97,577,46
Arkansas,2016,29,5.82,498,29
Arkansas,2016,30,6.09,443,27
Arkansas,2016,31,5.06,415,21
Arkansas,2016,32,4.78,418,20
Arkansas,2016,33,5.91,440,26
Arkansas,2016,34,4.63,410,19
Arkansas,2016,35,6.93,375,26
Arkansas,2016,36,5.06,435,22
Arkansas,2016,37,5.56,360,20
California,2010,40,8.36,4292,359
California,2010,41,8.63,4322,373
California,2010,42,9.15,4209,385
California,2010,43,8.8,4375,385
California,2010,44,8.78,4441,390
California,2010,45,8.68,4480,389
California,2010,46,8.65,4681,405
California,2010,47,10,4508,451
California,2010,48,10.08,4771,481
California,2010,49,9.07,4883,443
California,2010,50,9.63,4620,445
California,2010,51,9.65,4643,448
California,2010,52,10.92,4855,530
California,2011,01,10.52,5019,528
California,2011,02,11.31,5173,585
California,2011,03,10.98,4937,542
California,2011,04,11.18,4873,545
California,2011,05,11.19,5031,563
California,2011,06,11.64,5025,585
California,2011,07,12.06,5050,609
California,2011,08,12,5058,607
California,2011,09,11.59,5219,605
California,2011,10,11.99,5062,607
California,2011,11,11.79,4827,569
California,2011,12,11.23,4755,534
California,2011,13,10.57,5003,529
California,2011,14,10.66,4719,503
California,2011,15,10.03,4727,474
California,2011,16,10.13,4542,460
California,2011,17,9.05,4551,412
California,2011,18,9.75,4566,445
California,2011,19,9.8,4489,440
California,2011,20,9.93,4574,454
California,2011,21,9.41,4422,416
California,2011,22,8.64,4342,375
California,2011,23,9.5,4496,427
California,2011,24,9.6,4502,432
California,2011,25,8.93,4423,395
California,2011,26,9.06,4524,410
California,2011,27,8.41,4375,368
California,2011,28,8.84,4073,360
California,2011,29,8.48,4270,362
California,2011,30,8.43,4247,358
California,2011,31,8.33,4201,350
California,2011,32,8.08,4330,350
California,2011,33,7.85,4227,332
California,2011,34,7.86,4286,337
California,2011,35,8.15,4259,347
California,2011,36,8.35,4289,358
California,2011,37,8.01,4246,340
California,2011,38,8.45,4343,367
California,2011,39,8.09,4290,347
California,2011,40,8.3,4275,355
California,2011,41,9.07,4489,407
California,2011,42,8.27,4292,355
California,2011,43,9.78,4327,423
California,2011,44,9.21,4364,402
California,2011,45,9.2,4707,433
California,2011,46,9.54,4631,442
California,2011,47,9.51,4531,431
California,2011,48,9.79,4526,443
California,2011,49,9.52,4813,458
California,2011,50,10.33,4877,504
California,2011,51,9.91,4905,486
California,2011,52,10.51,5090,535
California,2012,01,10.38,5096,529
California,2012,02,10.6,4951,525
California,2012,03,10.2,5001,510
California,2012,04,10.62,4944,525
California,2012,05,11.16,4865,543
California,2012,06,9.98,4940,493
California,2012,07,9.74,4763,464
California,2012,08,10.34,4959,513
California,2012,09,11.18,5008,560
California,2012,10,11.23,4986,560
California,2012,11,10.9,4891,533
California,2012,12,10.64,4980,530
California,2012,13,10.17,4747,483
California,2012,14,10.65,4865,518
California,2012,15,9.12,4815,439
California,2012,16,10.48,4754,498
California,2012,17,9.21,4517,416
California,2012,18,8.81,4542,400
California,2012,19,8.62,4476,386
California,2012,20,9.61,4515,434
California,2012,21,8.04,4351,350
California,2012,22,8.22,4549,374
California,2012,23,7.93,4416,350
California,2012,24,8.36,4428,370
California,2012,25,8.02,4479,359
California,2012,26,8.77,4286,376
California,2012,27,8.57,4397,377
California,2012,28,8.28,4370,362
California,2012,29,7.67,4328,332
California,2012,30,7.88,4368,344
California,2012,31,8.49,4382,372
California,2012,32,7.26,4424,321
California,2012,33,8.47,4475,379
California,2012,34,6.95,4432,308
California,2012,35,7.95,4364,347
California,2012,36,8.67,4338,376
California,2012,37,8.52,4366,372
California,2012,38,8.01,4292,344
California,2012,39,7.4,4327,320
California,2012,40,7.7,4519,348
California,2012,41,7.89,4399,347
California,2012,42,7.68,4495,345
California,2012,43,8.16,4462,364
California,2012,44,8,4613,369
California,2012,45,7.9,4685,370
California,2012,46,7.97,4830,385
California,2012,47,7.93,4727,375
California,2012,48,8.46,4895,414
California,2012,49,9.11,4741,432
California,2012,50,9,4822,434
California,2012,51,8.73,4843,423
California,2012,52,10.28,5011,515
California,2013,01,9.81,5421,532
California,2013,02,11.36,5536,629
California,2013,03,11.69,5776,675
California,2013,04,13.41,5734,769
California,2013,05,12.67,5668,718
California,2013,06,12.37,5669,701
California,2013,07,12.54,5640,707
California,2013,08,11.91,5390,642
California,2013,09,12.64,5500,695
California,2013,10,10.59,5269,558
California,2013,11,10.33,5200,537
California,2013,12,10.59,4843,513
California,2013,13,10.46,4800,502
California,2013,14,8.44,4632,391
California,2013,15,9.17,4699,431
California,2013,16,9.19,4734,435
California,2013,17,8.73,4571,399
California,2013,18,7.98,4664,372
California,2013,19,8.42,4562,384
California,2013,20,8.04,4441,357
California,2013,21,8.05,4447,358
California,2013,22,8.04,4342,349
California,2013,23,7.71,4524,349
California,2013,24,8.67,4416,383
California,2013,25,6.9,4345,300
California,2013,26,8.31,4539,377
California,2013,27,7.37,4546,335
California,2013,28,7.33,4366,320
California,2013,29,7.81,4354,340
California,2013,30,6.51,4438,289
California,2013,31,7.22,4209,304
California,2013,32,7.29,4471,326
California,2013,33,7.36,4308,317
California,2013,34,7.75,4389,340
California,2013,35,7.68,4520,347
California,2013,36,7.47,4419,330
California,2013,37,7.87,4386,345
California,2013,38,7.89,4232,334
California,2013,39,6.85,4379,300
California,2013,40,7.32,4591,336
California,2013,41,8.11,4549,369
California,2013,42,7.86,4620,363
California,2013,43,7.67,4419,339
California,2013,44,8.32,4650,387
California,2013,45,8.15,4697,383
California,2013,46,7.4,4620,342
California,2013,47,8.05,4758,383
California,2013,48,8.48,4644,394
California,2013,49,8.42,4728,398
California,2013,50,9.69,5160,500
California,2013,51,8.76,5022,440
California,2013,52,9.04,4912,444
California,2014,01,10.83,5274,571
California,2014,02,11.92,5344,637
California,2014,03,12.83,5493,705
California,2014,04,12.41,5309,659
California,2014,05,10.75,5174,556
California,2014,06,12.06,5165,623
California,2014,07,11.3,5073,573
California,2014,08,9.78,4927,482
California,2014,09,9.57,4745,454
California,2014,10,9.71,4725,459
California,2014,11,9.76,4858,474
California,2014,12,8.57,4817,413
California,2014,13,8.5,4719,401
California,2014,14,8.52,4729,403
California,2014,15,8.24,4784,394
California,2014,16,8.23,4629,381
California,2014,17,8.35,4573,382
California,2014,18,7.61,4692,357
California,2014,19,7.62,4660,355
California,2014,20,7.46,4583,342
California,2014,21,8.21,4436,364
California,2014,22,7.74,4585,355
California,2014,23,7.56,4577,346
California,2014,24,7.05,4497,317
California,2014,25,7.27,4483,326
California,2014,26,7.9,4395,347
California,2014,27,7.34,4631,340
California,2014,28,7.58,4457,338
California,2014,29,6.72,4479,301
California,2014,30,7.62,4448,339
California,2014,31,6.98,4500,314
California,2014,32,6.98,4339,303
California,2014,33,7.5,4534,340
California,2014,34,6.96,4456,310
California,2014,35,6.85,4276,293
California,2014,36,7.16,4556,326
California,2014,37,6.67,4543,303
California,2014,38,7.56,4513,341
California,2014,39,7.56,4407,333
California,2014,40,7.25,4551,330
California,2014,41,7.38,4608,340
California,2014,42,6.26,4491,281
California,2014,43,6.59,4523,298
California,2014,44,7.66,4570,350
California,2014,45,7.21,4663,336
California,2014,46,7.45,4741,353
California,2014,47,7.29,4841,353
California,2014,48,8.03,4843,389
California,2014,49,7.73,4852,375
California,2014,50,7.75,4941,383
California,2014,51,8.21,4873,400
California,2014,52,8.16,5220,426
California,2014,53,8.95,5374,481
California,2015,01,9.71,5766,560
California,2015,02,10.61,5822,618
California,2015,03,12,5559,667
California,2015,04,10.85,5660,614
California,2015,05,11.37,5481,623
California,2015,06,10.25,5540,568
California,2015,07,9.77,5422,530
California,2015,08,9.92,5180,514
California,2015,09,9.13,5401,493
California,2015,10,9.03,5261,475
California,2015,11,8.38,5182,434
California,2015,12,8.54,4823,412
California,2015,13,8.4,4737,398
California,2015,14,8.06,5047,407
California,2015,15,7.98,4987,398
California,2015,16,8.15,5030,410
California,2015,17,7.69,5021,386
California,2015,18,7.54,4802,362
California,2015,19,7.72,4729,365
California,2015,20,7.53,4712,355
California,2015,21,7.66,4950,379
California,2015,22,7.56,4788,362
California,2015,23,6.91,4792,331
California,2015,24,6.82,4782,326
California,2015,25,7.76,4704,365
California,2015,26,7.29,4702,343
California,2015,27,6.78,4407,299
California,2015,28,6.86,4651,319
California,2015,29,7.13,4613,329
California,2015,30,6.96,4739,330
California,2015,31,6.78,4558,309
California,2015,32,6.51,4563,297
California,2015,33,6.83,4639,317
California,2015,34,7.01,4710,330
California,2015,35,6.21,4602,286
California,2015,36,6.8,4806,327
California,2015,37,7.18,4707,338
California,2015,38,7.22,4609,333
California,2015,39,7.13,4559,325
California,2015,40,7.1,4760,338
California,2015,41,6.63,4823,320
California,2015,42,7.09,4567,324
California,2015,43,6.93,4644,322
California,2015,44,7.66,4768,365
California,2015,45,7.5,5002,375
California,2015,46,7.69,5225,402
California,2015,47,8.35,5039,421
California,2015,48,8.43,5163,435
California,2015,49,8.03,5271,423
California,2015,50,7.37,5293,390
California,2015,51,7.82,5411,423
California,2015,52,9.06,5518,500
California,2016,01,8.9,5763,513
California,2016,02,9.57,5602,536
California,2016,03,9.83,5353,526
California,2016,04,8.58,5207,447
California,2016,05,8.22,5367,441
California,2016,06,8.47,5564,471
California,2016,07,9.28,5573,517
California,2016,08,10.47,5481,574
California,2016,09,10.17,5526,562
California,2016,10,9.93,5267,523
California,2016,11,9.34,5452,509
California,2016,12,8.7,5230,455
California,2016,13,8.26,5160,426
California,2016,14,7.93,5181,411
California,2016,15,7.9,5136,406
California,2016,16,7.47,4899,366
California,2016,17,6.82,4885,333
California,2016,18,7.92,4951,392
California,2016,19,7.1,4790,340
California,2016,20,7.43,4671,347
California,2016,21,7.06,4732,334
California,2016,22,6.47,4795,310
California,2016,23,7.41,4573,339
California,2016,24,6.25,4578,286
California,2016,25,5.75,4745,273
California,2016,26,6.83,4801,328
California,2016,27,6.47,4514,292
California,2016,28,6.41,4434,284
California,2016,29,7.19,4144,298
California,2016,30,6.43,3575,230
California,2016,31,6.73,3508,236
California,2016,32,6.12,3319,203
California,2016,33,6.27,3463,217
California,2016,34,6.52,3512,229
California,2016,35,5.28,3445,182
California,2016,36,6.78,3423,232
California,2016,37,6.27,3367,211
Colorado,2010,40,6.16,601,37
Colorado,2010,41,5.92,557,33
Colorado,2010,42,4.77,566,27
